"","x1","x2","x3"
"1",1.64385053040789,6.00473775612642,7.87916889289295
"2",-0.567677881760751,-0.607815291626325,3.6495413211894
"3",6.16716954923568,-1.99220181742549,0.0776963771998886
"4",2.28579861143463,-1.85298557167711,4.7555677214687
"5",4.53215467532775,0.26493281491731,4.50033315036128
"6",3.76174767201379,-2.01157746707626,3.60210680768566
"7",2.35857763211054,-1.90352610677909,5.98562223445862
"8",4.19971782204834,3.96653564843891,3.33101973737369
"9",4.46650767004956,-2.24927909960641,4.82143511697204
"10",1.56976590706132,-3.72745836483764,7.2764233950988
"11",4.82447412975787,-0.107318419937228,4.17543251423716
"12",1.37046112973122,-2.15178413074619,3.17928459200145
"13",2.16364745473101,-2.98947109200213,4.93452331389968
"14",4.63726158437205,-0.25160032537687,3.15762470582965
"15",5.59001354798734,-1.8826384559974,-0.13739967297218
"16",3.60508526408829,-0.167709099578807,5.56249901438876
"17",1.67169623950415,-4.5665037974412,4.08194704847753
"18",5.45465029758028,2.64025565085966,2.85324680378315
"19",5.08489805867849,0.104231191235505,-1.54669410328947
"20",5.89556558226454,-1.79082524475267,2.37786308029272
"21",-1.08623787713571,-2.09691908324374,7.37254482416841
"22",5.83661906846061,-1.96217423766387,2.68531909583804
"23",2.24703632399909,-1.98979873368501,1.13738985800026
"24",-0.907046715544688,0.218687047300539,-0.966018958940264
"25",5.86477797851858,-1.63812359151143,2.56080039150124
"26",4.84922401111425,-2.16506559142199,5.09055173892479
"27",3.55099286986083,0.328929122466033,6.75465913259934
"28",1.92753517708033,-1.99368536248935,3.00521239191433
"29",5.48319386381477,2.45782447592726,-0.431242660759306
"30",-1.19956179729571,1.50614725475131,5.47745765962455
"31",4.02541401960986,-1.85064566259751,4.51108874137438
"32",1.51584287506406,0.411842341048216,2.13020318217993
"33",5.36880673263024,-2.15441644703869,-0.474594510684617
"34",5.29465433971952,-1.96944717865042,0.472608800435131
"35",4.72074062665742,1.87841983011447,3.81261702413855
"36",2.22399379608077,4.67106891641203,0.0806920644404849
"37",5.70074881844003,-4.21416355278764,2.19977161539673
"38",5.55419662227403,-2.26133518087507,0.307138921099593
"39",2.86669265714232,-2.15367906501559,2.61285888377301
"40",3.40541183799376,6.32581179505072,2.99532808577265
"41",5.20495858058763,-2.00428541300832,0.989342466265096
"42",4.65491202202711,-1.86590038580074,3.3038946439688
"43",5.25261170336445,-2.08692340771448,4.19702226280216
"44",3.78222091278,-0.601953552636053,2.74757512540344
"45",4.04082955561964,-1.8785788010243,-1.00582771963558
"46",-0.721585173755684,-1.94490860625208,3.32065478980924
"47",-1.26347736170754,-1.76853058611705,2.13271611680546
"48",5.5864875367193,1.10181195000527,-4.27114274268027
"49",1.15996510648232,1.16437075012079,3.3362514029293
"50",5.12882142860238,3.6383454749886,5.05400923858286
"51",2.99907076226849,-1.85516523986333,5.67876942594275
"52",5.33377719743357,1.24725660487262,3.84464077166479
"53",6.17132512735879,-1.85349430264632,4.97530658727935
"54",4.69696380334549,0.789597563757474,4.67113634407005
"55",3.62313840175948,2.31397832250718,1.67895628190859
"56",1.21102762491214,1.04335763979797,1.95827407186493
"57",4.29417860523988,-2.05802906235802,-0.245951870583094
"58",3.94594421792281,4.14256580446585,4.72779274695798
"59",4.35425627685751,-2.05824554175583,1.9767944531276
"60",4.8146220323235,-2.31527248094958,-0.834730050890803
"61",3.79877794926001,-2.16976313938978,-0.731627697239897
"62",1.21614545588407,8.29409243039112,11.418232719566
"63",0.0291295283066646,2.90294016545771,7.44706860381613
"64",4.91589189949442,-1.24922542551769,3.54675212828893
"65",-2.32219815982962,-1.01896750540985,5.26156958905657
"66",5.03741518611797,1.89375630524716,4.6773387481202
"67",4.86791196304409,-1.62155959167998,9.99163112591802
"68",6.4037820006896,4.25120145994016,4.90792195695879
"69",4.7829697899079,-2.08296486014156,3.70590293097865
"70",3.71639779590777,-1.93018369437863,3.41319858529923
"71",5.3856678904434,-1.67431154683692,5.0022264686205
"72",4.64848712647091,-2.3744004617343,4.49490398328055
"73",4.47820390664373,-1.75216985831989,1.74685032655372
"74",3.93186879931283,-5.38400642555946,5.54587056750972
"75",5.42836590326669,2.42986929212137,1.21566409190885
"76",0.143482237148369,-2.13811203433304,4.26163682018355
"77",5.51566772864803,0.526507743157774,7.15550640266469
"78",4.76563472269408,1.14905764264385,3.90427728843703
"79",4.34149657417823,-1.97322613671411,3.73599809039269
"80",6.25023660407872,-1.64293218965369,2.45922502067618
"81",4.7282362848886,1.32318886689212,3.93102523542596
"82",5.9479519958752,-2.21536578042368,4.48421111707739
"83",3.79841756989106,-1.90281177791938,2.53860001968518
"84",4.5338839036245,-1.72229565225114,1.87062834121101
"85",3.87971148595238,4.2855903406758,2.99461331935579
"86",4.60903459186914,1.26915505438616,1.67601748858083
"87",6.34870701199171,-2.06095559090929,4.10157297420612
"88",4.97723529870159,-1.88043345517771,4.02707715781756
"89",5.24422585110345,0.393235979911059,1.17337552391746
"90",4.05762829213608,-1.86247604775201,2.1011523894994
"91",4.27078272349043,1.46502162974024,0.83386133191382
"92",5.99806890855485,-2.06037398515545,1.85304629803779
"93",6.25848166459556,1.7838155836809,-0.172403959786622
"94",0.941110241823524,-2.10990738358335,4.3287816676443
"95",0.172262301884153,-2.05585130072745,-0.205080447588506
"96",3.22677204673641,4.0283793749441,0.290799485092301
"97",6.01687282979954,-1.91159738236424,-3.03586535883579
"98",4.97328253586174,-1.56795371056306,4.66247564446012
"99",2.39372515310421,2.36377654945703,5.65850789051618
"100",4.02861477084814,1.96633494160877,3.92458693188266
